epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,77.1304,1.18121,1.65961,1.25959,0.65723,0.52408,0.61869,0.45734,1.07051,1.09922,1.10948,1.785e-05,1.785e-05,1.785e-05
